country,year,population,gdp,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,cement_co2,methane,nitrous_oxide,total_ghg,temperature_change_from_co2
Japan,2013,127723642.0,4621010000000.0,1311.87561,10.27120399,475.2992554,537.8608398,256.1334839,26.8052063,33.94293213,20.68915939,1351.01001,0.02774762
Japan,2014,127486601.0,4634690000000.0,1260.272339,9.885528564,466.6174316,493.2062073,258.2153015,26.55737305,32.73854828,20.28656387,1300.115845,0.02830922
Japan,2015,127275868.0,4707030000000.0,1219.982422,9.585339546,460.1576538,472.9521179,246.0913391,25.93614006,31.98280334,19.92392159,1259.684082,0.028853115
Japan,2016,127159950.0,4742510000000.0,1199.932983,9.436406136,451.6535034,456.4619751,251.2024841,25.96946907,31.67683411,19.70955658,1239.42688,0.029388122
Japan,2017,127064686.0,4821960000000.0,1184.391724,9.321170807,453.7236938,444.2877808,245.3226166,26.42877769,31.59856415,19.82530022,1228.574707,0.029918225
Japan,2018,126913432.0,4852990000000.0,1138.549805,8.971074104,436.7226257,427.7851257,233.5237274,26.18294334,30.93556213,19.32367706,1183.457275,0.030428536
Japan,2019,126699421.0,4833470000000.0,1102.062988,8.69824791,427.6480103,411.8532715,223.8047485,25.32800674,30.32298851,19.13897705,1142.431885,0.030920731
Japan,2020,126304533.0,4626660000000.0,1037.284668,8.212569237,395.0415649,383.1715698,222.2133026,24.4902668,29.72237778,18.74432945,1080.602783,0.03138553
Japan,2021,125679342.0,4725880000000.0,1058.501831,8.422242165,421.4638977,387.7377319,211.7471313,24.39560509,29.53980637,19.05821419,1105.302124,0.031861395
Japan,2022,124997585.0,4774490000000.0,1029.644897,8.237318993,403.6234436,388.9247437,202.0254059,22.47916031,29.66389465,18.56841278,1077.863281,0.032325063
Japan,2023,124370947.0,,986.9101563,7.93521452,386.8386536,370.8233643,196.4403534,20.75585938,28.97722626,17.99715996,1031.841309,0.032768577
Japan,2024,123753041.0,,961.8673096,7.772474289,380.9724426,353.5925293,195.2986755,20.30444145,28.82025719,17.96355438,1007.15918,0.033201061
United Kingdom,1990,57367867.0,1505690000000.0,601.9450684,10.49272251,252.6896667,217.7998047,113.5176239,7.295262814,134.6912231,39.55312347,784.0563965,0.028038824
United Kingdom,1991,57555199.0,1488080000000.0,609.4126587,10.58831692,253.6225128,218.3903351,121.6934128,5.994175911,137.4519196,38.73732376,792.3847046,0.028316313
United Kingdom,1992,57719273.0,1491750000000.0,593.8459473,10.28852081,237.746933,218.4467621,122.2955093,5.456386089,132.8823395,37.918396,762.5100708,0.028582776
United Kingdom,1993,57861037.0,1527510000000.0,579.6125488,10.01732063,207.6858521,219.1631775,137.590683,5.524921894,128.3865967,37.6355629,745.050415,0.02884353
United Kingdom,1994,58003200.0,1585370000000.0,574.0169067,9.896297455,195.3756256,215.7363129,145.4552917,6.367809772,122.8155975,37.35836029,736.7471313,0.029103177
United Kingdom,1995,58154632.0,1623860000000.0,566.1589355,9.735404968,181.6992645,211.595047,154.2537842,6.284903049,126.4294128,37.02659225,741.1000366,0.029363304
United Kingdom,1996,58298563.0,1663450000000.0,586.7606812,10.06475449,173.0715179,216.8924561,177.542511,6.41644907,124.8232727,37.93594742,764.9230957,0.029634476
United Kingdom,1997,58447091.0,1713860000000.0,562.7081299,9.627650261,154.728653,207.7433472,182.8867493,6.710493088,122.6220322,36.88741302,731.1474609,0.029891901
United Kingdom,1998,58626822.0,1766620000000.0,568.5437012,9.69767189,154.0878448,204.9338837,191.3613739,6.838169098,114.5689545,36.62957001,722.0146484,0.030148955
United Kingdom,1999,58838663.0,1823340000000.0,561.6495972,9.54558754,138.3134003,201.6630249,205.2312469,6.530860901,106.5747833,37.56529236,706.6206665,0.030402254
United Kingdom,2000,59057333.0,1889570000000.0,569.0336914,9.635274887,144.4430847,198.2379608,210.131012,6.331883907,100.3039017,35.66376114,710.4658813,0.030660966
United Kingdom,2001,59288095.0,1939270000000.0,577.9705811,9.748509407,153.5336609,198.6507568,210.1603546,5.843838215,97.01139832,34.32576752,715.180542,0.030923888
United Kingdom,2002,59540764.0,1983990000000.0,560.2731934,9.409910202,141.6910858,196.1303406,207.0303802,5.988265038,92.25950623,33.99705505,693.5421143,0.031179352
United Kingdom,2003,59820385.0,2050630000000.0,571.6187744,9.555584908,153.1027832,194.3973541,208.462265,5.867548943,87.61973572,33.59755325,701.8428955,0.031440824
United Kingdom,2004,60169964.0,2099530000000.0,573.4297485,9.530166626,147.6622925,197.9522858,211.7341766,5.976630211,83.16459656,33.45553207,701.9708252,0.031704422
United Kingdom,2005,60596107.0,2161730000000.0,570.3383789,9.412128448,148.0326538,200.4476624,205.4378357,5.941163063,76.79823303,32.05343246,714.8998413,0.031977344
United Kingdom,2006,61051093.0,2212620000000.0,567.8456421,9.301154137,160.8437653,197.1831055,194.1264038,5.892779827,71.09010315,31.32862282,695.7753296,0.032244548
United Kingdom,2007,61535859.0,2267630000000.0,559.5664673,9.09333992,150.8435059,196.1602631,196.519577,6.117014885,66.37122345,31.06476402,677.4961548,0.032505766
United Kingdom,2008,62027303.0,2252030000000.0,544.9324341,8.785364151,139.219101,188.79953,202.654953,5.2048769,61.30854034,30.56222534,652.7774048,0.032758359
United Kingdom,2009,62506222.0,2151480000000.0,494.1076965,7.904936314,113.8231506,180.2638855,188.0704803,3.721209049,58.19169998,29.21850014,595.1366577,0.032986999
United Kingdom,2010,63006482.0,2190920000000.0,511.9045715,8.124633789,118.030365,179.8484192,201.927124,3.792010069,53.28326035,29.91044426,608.7522583,0.033223674
United Kingdom,2011,63509285.0,2223010000000.0,469.7133179,7.395978451,117.1496735,172.0597382,168.2355499,4.096816063,51.07107162,29.74668884,565.5466309,0.033441961
United Kingdom,2012,63960488.0,2255210000000.0,487.4767761,7.621530056,148.0054626,170.2883606,158.2398987,3.723953962,49.9583931,29.80737877,584.8934326,0.033669434
United Kingdom,2013,64389386.0,2296250000000.0,477.6112671,7.417546272,142.4565735,165.756485,157.6222229,4.029109955,47.80311584,29.74744797,571.725708,0.033891976
United Kingdom,2014,64865914.0,2369730000000.0,438.8070679,6.764832973,115.4335403,166.5106964,144.4922028,4.214814186,46.74042892,30.52445602,530.8342896,0.03409623
United Kingdom,2015,65382107.0,2426440000000.0,422.4607849,6.461412907,91.54801941,170.7725525,147.8993988,4.393361092,46.30399704,30.51771355,518.7713623,0.03429525
United Kingdom,2016,65893359.0,2478970000000.0,399.4301453,6.061766148,47.82461548,173.9302826,165.7420349,4.553320885,45.94203949,30.20859337,494.1396179,0.034483481
United Kingdom,2017,66354473.0,2539550000000.0,387.3671265,5.837845325,39.12879944,174.8506165,161.6973724,4.409790039,46.5743103,30.52480507,477.8525391,0.034663953
United Kingdom,2018,66752473.0,2582850000000.0,379.7297668,5.688624382,33.28025055,173.0871124,161.48526,4.363947868,46.39525223,30.15115166,475.2715454,0.034843512
United Kingdom,2019,67110958.0,2624290000000.0,364.7532654,5.435077667,24.51270485,168.9955292,159.3208466,4.448499203,45.68635559,30.28465843,453.9931641,0.035013743
United Kingdom,2020,67351860.0,2334800000000.0,326.2632141,4.84416008,22.80940437,143.9809265,149.4200897,3.899688005,44.52765274,28.93227196,411.7736206,0.035166096
United Kingdom,2021,67668788.0,2512190000000.0,342.3655701,5.059431076,23.75847244,149.626358,158.5030365,4.215151787,44.92172623,29.73016548,425.7680664,0.035324212
United Kingdom,2022,68179315.0,2615230000000.0,311.1180115,4.563231945,19.97908783,146.3343658,135.0473633,4.045100212,44.67426682,28.92208099,392.1318359,0.035467658
United Kingdom,2023,68682965.0,,307.8261414,4.481841087,17.91428375,154.6838989,125.7661362,3.514869928,44.02278519,28.32746506,386.6105957,0.035609178
United Kingdom,2024,69138185.0,,312.9055481,4.525799274,16.94800568,159.6000366,126.6200256,3.624125957,43.81240082,28.06195641,390.2754211,0.035752565
United States,1990,253373387.0,9250380000000.0,5131.760742,20.25374794,1781.824097,2139.345703,1004.974854,33.4841423,865.6843262,250.7355042,6489.288086,0.161025777
United States,1991,256471424.0,9224690000000.0,5076.412598,19.79328728,1764.220703,2082.099121,1023.331604,32.73646545,858.307373,247.2863464,6393.464355,0.163407058
United States,1992,259606021.0,9552660000000.0,5178.769531,19.94857216,1780.598877,2130.48877,1058.592529,32.99297714,861.0065308,254.8619537,6464.021484,0.165815473
United States,1993,262633229.0,9814940000000.0,5279.52002,20.10225487,1847.29187,2144.156494,1090.165771,34.83797455,860.6378174,257.6665649,6552.800293,0.16826278
United States,1994,265474811.0,10211200000000.0,5361.863281,20.197258,1855.937744,2181.84375,1114.33374,36.31043243,866.2369385,266.8611145,6686.332031,0.170763552
United States,1995,268205796.0,10488900000000.0,5425.837402,20.23012733,1875.786865,2174.303467,1163.186157,37.07527924,849.7556763,266.6089783,6642.141602,0.173251957
United States,1996,270860695.0,10887000000000.0,5601.094238,20.67887306,1951.815063,2257.022705,1181.318481,37.30889511,843.4385376,273.5874939,6806.675781,0.175814167
United States,1997,273468014.0,11375600000000.0,5673.143555,20.74518204,1992.723267,2273.81543,1186.716675,38.56074524,839.5232544,272.1269836,6885.408691,0.178414255
United States,1998,276119323.0,11881800000000.0,5736.359863,20.77493095,2018.609131,2320.080078,1165.55896,39.46087265,823.2644043,270.7914734,6926.781738,0.181040883
United States,1999,278785482.0,12438400000000.0,5800.28125,20.80553436,2013.119995,2374.201416,1168.759033,40.23872375,809.276001,268.9568176,7014.896484,0.18371433
United States,2000,281484126.0,12947400000000.0,6023.157715,21.39785957,2122.339844,2440.404785,1227.528687,41.44530869,799.6802979,268.4337769,7217.240234,0.186483458
United States,2001,284279634.0,13073800000000.0,5903.562012,20.76674271,2054.728516,2448.62207,1173.162231,41.61336517,776.1088257,261.5634766,6976.34375,0.189157799
United States,2002,287084335.0,13307300000000.0,5947.819336,20.71802139,2060.072021,2443.822998,1212.08667,43.16387177,757.5716553,257.6932068,7059.111328,0.191879511
United States,2003,289908091.0,13680900000000.0,6006.439941,20.71842766,2100.323242,2505.134277,1176.551147,43.34910202,764.5252686,263.6917725,7245.448242,0.194679305
United States,2004,292786248.0,14198900000000.0,6111.544922,20.87374306,2115.292725,2571.107422,1177.52771,45.88557816,765.3320923,263.2810669,7314.66748,0.197510079
United States,2005,295716666.0,14673800000000.0,6126.90332,20.71883011,2139.954346,2584.129883,1160.660522,46.19412231,772.6548462,261.767395,7428.800293,0.200389653
United States,2006,298730208.0,15065200000000.0,6045.326172,20.23674202,2103.871094,2550.540039,1146.714111,46.85074234,785.0229492,265.7720032,7064.877441,0.203097954
United States,2007,301844223.0,15333200000000.0,6121.54248,20.28046989,2130.169189,2538.968018,1221.593018,45.50888062,793.9393921,266.411377,7181.515625,0.20585449
United States,2008,304970325.0,15288600000000.0,5919.221191,19.40917206,2096.887939,2370.622803,1229.733276,41.41565323,810.6403809,254.7557068,7074.333496,0.208560467
United States,2009,308023452.0,14864000000000.0,5486.104004,17.81067085,1842.391724,2243.789795,1211.965576,29.6146431,772.4828491,250.1256409,6577.917969,0.211062178
United States,2010,311062785.0,15239600000000.0,5669.25,18.22542,1946.510254,2258.292725,1266.778076,31.44923592,756.1865845,256.389679,6823.522949,0.213679016
United States,2011,314105075.0,15477900000000.0,5538.973145,17.63414192,1840.24292,2212.685791,1287.588501,32.20835876,764.3828125,255.9789886,6523.639648,0.216157287
United States,2012,317115349.0,15830900000000.0,5331.467285,16.81239128,1625.427246,2152.244141,1344.718506,35.27034378,749.6411133,249.9136658,6388.70752,0.21858418
United States,2013,320110752.0,16122500000000.0,5473.436035,17.09856987,1684.671753,2178.417236,1381.182861,36.36922836,748.0667114,254.2433319,6488.664551,0.221054822
United States,2014,323115377.0,16491300000000.0,5531.385254,17.11891747,1682.162231,2210.569092,1411.354858,39.43901825,763.2147217,252.4674988,6610.766602,0.223574445
United States,2015,326126496.0,16937600000000.0,5368.496582,16.46139336,1446.990234,2235.988037,1444.047241,39.90729141,754.8886719,249.6642609,6408.285645,0.226007894
United States,2016,329179423.0,17220100000000.0,5245.361816,15.93465805,1319.993042,2252.270264,1451.145874,39.43901825,733.3711548,251.1821747,6308.616699,0.228405476
United States,2017,332204657.0,17606100000000.0,5195.41748,15.63920784,1277.04895,2259.156738,1424.996338,40.32353592,749.2562256,247.0687714,6319.224609,0.230802521
United States,2018,335056492.0,18124700000000.0,5361.236328,16.00099182,1224.379883,2305.441162,1577.716187,38.97074509,777.6003418,249.1985168,6466.737305,0.233252272
United States,2019,337790069.0,18540600000000.0,5235.912109,15.5004921,1043.89624,2299.820068,1632.055664,40.89587021,799.0618896,244.4773865,6360.786621,0.235646769
United States,2020,339436156.0,18027400000000.0,4689.953613,13.81689548,853.9247437,1991.578735,1612.504028,40.68774796,761.1742554,241.3291168,5758.455566,0.237788513
United States,2021,340161438.0,19099400000000.0,5020.11084,14.75802422,979.50354,2182.605469,1617.423828,41.3121109,789.4396362,244.9120941,6131.128906,0.240083724
United States,2022,341534041.0,19493200000000.0,5055.402832,14.80204678,916.3430176,2198.937012,1707.391357,41.88444519,801.9072876,241.4422607,6201.504395,0.242406592
United States,2023,343477330.0,,4918.406738,14.31945038,758.5720215,2199.11084,1723.424072,40.63571548,819.0606689,239.7740936,6078.455078,0.244667068
United States,2024,345426566.0,,4904.119629,14.19728661,732.8862915,2189.160889,1748.137695,37.27065659,818.3479004,239.5989532,6054.308105,0.246917069
World,1990,5327803106.0,43033600000000.0,22732.14453,4.266701221,8659.787109,9196.439453,3790.181885,492.5220032,7320.985352,2266.201904,37574.77344,0.670300901
World,1991,5418735886.0,,23205.5918,4.282473087,8574.089844,9656.487305,3851.520264,504.693634,7265.90918,2263.283447,37889.74219,0.683072448
World,1992,5505989815.0,,22520.42383,4.090167999,8361.173828,9154.655273,3901.366211,525.9216309,7268.789551,2271.714111,37455.10938,0.695643187
World,1993,5591544802.0,,22749.87305,4.068620205,8470.02832,9172.321289,4007.804199,549.5667725,7261.674316,2256.919922,37427.73047,0.708211422
World,1994,5675551258.0,,22974.59766,4.047994137,8513.74707,9196.235352,4040.173828,586.7435913,7336.295898,2286.922607,38666.15234,0.721290231
World,1995,5758878977.0,,23516.63867,4.083544731,8758.441406,9283.901367,4196.847656,620.2044067,7426.246094,2342.963135,38933.97656,0.734423935
World,1996,5842055730.0,,24233.47656,4.148107529,8976.963867,9562.136719,4381.598633,633.5588989,7512.808105,2393.537109,39997.94531,0.747974992
World,1997,5924787819.0,,24380.32227,4.11496973,8927.299805,9702.210938,4395.057617,658.8290405,7485.22998,2350.141602,41519.98047,0.76224345
World,1998,6007066691.0,,24295.71289,4.044521809,8689.000977,9821.974609,4443.504395,656.5960693,7419.23291,2378.565918,40128.70313,0.775902331
World,1999,6089006328.0,,24837.77148,4.079117298,8809.092773,10064.1875,4586.165527,688.046875,7436.038086,2398.701416,40450.99219,0.78968966
World,2000,6171702992.0,59897700000000.0,25511.48242,4.133621216,9156.637695,10211.62402,4727.822754,718.1653442,7544.740723,2390.250977,40795.37891,0.80358696
World,2001,6254936464.0,,25692.99414,4.107634544,9208.428711,10283.57031,4771.714844,750.7479858,7523.762207,2385.422607,40260.36328,0.817254901
World,2002,6337730343.0,,26265.33203,4.144280434,9630.181641,10269.35254,4913.651855,779.0042725,7480.677246,2402.932129,41423.41406,0.831458151
World,2003,6420361633.0,,27652.69141,4.307030201,10466.56543,10540.84961,5096.195801,857.4348755,7668.746582,2419.463135,44206.87109,0.846822739
World,2004,6503377774.0,,28610.02344,4.399255753,10813.3916,10924.57422,5257.67041,895.9295044,7809.036133,2487.872803,44421.22656,0.862189829
World,2005,6586970132.0,,29598.95117,4.493560791,11498.5,11030.30469,5376.288574,966.7763062,7929.647949,2510.291992,45006.91797,0.877756298
World,2006,6671452019.0,,30594.15234,4.585831165,12136.23828,11142.92773,5531.005859,1047.294189,8057.692871,2546.306396,46217.52734,0.89379406
World,2007,6757308776.0,,31499.25586,4.661509037,12724.45117,11184.3125,5736.636719,1126.199097,8108.338379,2612.955811,46734.87891,0.910011947
World,2008,6844457659.0,,32049.66016,4.682570934,13149.66895,11143.33984,5905.500488,1137.397217,8177.437012,2582.949219,47666.07813,0.926631629
World,2009,6932766416.0,,31513.01367,4.545517921,13003.17188,10899.59668,5765.684082,1170.605957,8124.256348,2552.738037,47682.01953,0.943296015
World,2010,7021732143.0,89807700000000.0,33317.67188,4.744935989,13918.22363,11253.69434,6205.779785,1251.813477,8257.109375,2617.386963,49602.08984,0.960736096
World,2011,7110923773.0,,34479.98828,4.848875999,14704.22266,11310.14844,6389.330078,1344.746826,8498.254883,2703.093262,50934.17578,0.978628874
World,2012,7201202478.0,,34954.73438,4.85401392,14867.80176,11432.71582,6523.143066,1377.354248,8568.391602,2717.484619,51787.14844,0.996867716
World,2013,7291793585.0,,35275.82031,4.837742805,14953.15332,11516.62598,6573.115723,1441.33374,8520.597656,2700.372314,51689.28125,1.015091658
World,2014,7381616239.0,,35465.69531,4.804597378,15014.88281,11561.83203,6604.975586,1492.45105,8601.788086,2733.968018,52086.36719,1.033442855
World,2015,7470491876.0,106872000000000.0,35403.52734,4.739115715,14655.0166,11770.02246,6728.989258,1440.665527,8616.348633,2741.355957,52119.3125,1.05179894
World,2016,7558554527.0,110407000000000.0,35392.83203,4.682486534,14322.98926,11900.26367,6914.850098,1476.147461,8652.834961,2759.228516,51013.09375,1.069632292
World,2017,7645617952.0,114530000000000.0,35974.60938,4.705258846,14494.16797,12085.29199,7084.614746,1499.946777,8797.016602,2814.724365,51702.66406,1.087686419
World,2018,7729902779.0,118766000000000.0,36734.00391,4.752194881,14762.69434,12142.82813,7419.413086,1546.848633,8935.429688,2814.039063,52139.28906,1.105875015
World,2019,7811293699.0,122149000000000.0,37086.56641,4.747813702,14702.95605,12325.9082,7574.056152,1615.726563,9008.441406,2819.10376,52571.33984,1.124223113
World,2020,7887001289.0,118590000000000.0,35158.23047,4.457743645,14267.03516,10932.3418,7520.819824,1624.052246,8903.342773,2852.966797,50601.26563,1.141716003
World,2021,7954448387.0,126005000000000.0,36866.86328,4.634747982,14969.24902,11513.16602,7878.698242,1666.88501,9089.302734,2895.432373,52639.84375,1.160024166
World,2022,8021407196.0,130113000000000.0,37527.77344,4.678452492,15449.17676,11914.91211,7758.745605,1578.73938,9278.555664,2881.229492,53515.58594,1.178647757
World,2023,8091734933.0,,38094.03906,4.707771778,15636.37305,12278.24121,7802.845215,1540.286255,9416.929688,2911.154053,54092.18359,1.197455287
World,2024,8161972574.0,,38598.57813,4.729074955,15805.25391,12470.5957,8009.827637,1472.817505,9498.914063,2935.778564,54433.39844,1.216368556
